# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.763555035096571146e+03	1.978417988335723621e+01	2.220600206880034636e-02	5.732369296355337802e-04	7.036272204125226803e-02	7.737433751811801990e-04	1.196836250602439478e+00	3.835442256758369011e-03	4.484745294933698001e-01	6.873993841088842094e-02	2.182897169718988835e+02	6.199440156135367808e+00	1.029374207132984864e+01	1.402706428683188214e-03	6.256457731505979392e-02	1.695071065207543826e-03	2.841726481917617453e-01	4.695847071471460216e-03	-3.374974223577322241e-01	5.575169634869357738e-02
6.395847083061476042e+02	1.355431755606607425e+01	-1.622319392265256510e-01	1.525803934332816683e-03	9.845914641815350921e-02	2.034375043257462008e-03	1.373577850980494564e+00	9.362042998836020077e-03	-6.904396223494539520e+00	6.847164831911878302e-02	2.701396287895896080e+02	8.882216616516897645e+00	1.013798166275778989e+01	1.417166892988205602e-03	5.554079924512735078e-02	1.749629541492848765e-03	2.907949360292098606e-01	5.082188312651353228e-03	-8.128228102646755104e+00	6.762699231029460634e-02
1.889847626645588207e+03	2.331393638870453699e+01	3.957592886158686069e-02	6.985485332460093138e-04	7.778666511243489956e-02	9.390742801313006717e-04	1.224655336153170460e+00	4.506041791099097381e-03	-2.344541205858222399e-01	9.180882429460621164e-02	2.319931022861420615e+02	6.945168970140075615e+00	1.039322930346506269e+01	1.701217036338817249e-03	7.101646873734020204e-02	2.021136121478834570e-03	2.922697537007423185e-01	5.432592734175486875e-03	-2.771767866704704542e+00	7.157726009042597592e-02
1.784379116742920814e+03	1.766897651412901027e+01	3.183032347366485104e-02	5.482466739850735439e-04	7.607924142603861295e-02	7.373862368464931868e-04	1.205205138496407535e+00	3.542850775372113035e-03	6.731926413570016310e-02	6.824068009270578550e-02	2.634998908422347199e+02	8.317228481696865572e+00	1.030589167773695713e+01	1.531290934595652426e-03	6.181160236811977099e-02	1.863670795697921177e-03	2.938982062899649916e-01	5.242477998053215321e-03	-7.843264951155873854e-01	7.192456007124421735e-02
1.149487697378199528e+03	2.177834952754010800e+01	-3.212969668914032739e-02	1.053495910043713559e-03	7.654457647672788245e-02	1.420480975763072345e-03	1.297182530338988116e+00	7.083829460361964515e-03	-9.653199497448333721e-01	8.027686788813512275e-02	2.137333998334056275e+02	6.855113527373188020e+00	1.015541165643201893e+01	1.765389393911532320e-03	6.811168184316934715e-02	2.073181637563592528e-03	2.625538218646175648e-01	5.457495830715084102e-03	-1.915941614589999009e+00	7.223717470913051941e-02
1.054743863864029436e+03	1.739888782351551910e+01	-2.959190445921283316e-02	1.040979281268848092e-03	8.652329471023427476e-02	1.394712282196696991e-03	1.295113088766431053e+00	6.579329812059270602e-03	-1.045834497452977185e+00	7.642571286011042020e-02	2.156282920084132684e+02	1.089143648351427451e+01	1.018236303329331527e+01	2.160205598677065065e-03	5.576564097651202229e-02	2.707254923152783033e-03	3.282879018272062410e-01	8.209385902510373326e-03	-3.955005490726869244e+00	7.613076520243572398e-02
1.687849840762803069e+03	1.905166243679184035e+01	2.406520353461269121e-02	6.186168909106869130e-04	7.533479418135853589e-02	8.324500070881516670e-04	1.205277026034137444e+00	4.017365399119374007e-03	-4.280602416373776586e-01	7.255410126267491933e-02	2.583757855172680706e+02	7.660928777399969469e+00	1.023333170124871572e+01	1.548290339814055059e-03	6.534854451017969856e-02	1.842917570049369593e-03	2.711866514162208919e-01	4.960826185032882023e-03	-2.609411018075081579e+00	7.509633435996078410e-02
1.792852847564756530e+03	2.021998961724823474e+01	2.629337179521502518e-02	6.410406380599928096e-04	7.797554072648654744e-02	8.601115667703268432e-04	1.172148591909641713e+00	4.027303544566037535e-03	-1.343064898235810745e+01	8.259246299846813300e-02	2.511662363681935801e+02	9.536801355048490692e+00	1.027667917409105591e+01	1.788063452752211699e-03	6.004972609118357230e-02	2.178513112652012695e-03	2.872942212251520799e-01	6.138544470609363229e-03	-1.802107650646087933e+01	8.084540738039106000e-02
1.906085925496182654e+03	1.833197501588429645e+01	3.759494980974128348e-02	5.163345192989545526e-04	7.376051573626772606e-02	6.944433769605699554e-04	1.157845763178147802e+00	3.311298213501242572e-03	-5.090626278553931350e-01	6.985638074616140614e-02	2.656569378339096943e+02	1.037761636326339421e+01	1.032798893323127842e+01	1.882824939592909943e-03	6.204404794711224774e-02	2.320906608128640945e-03	3.224324124601153918e-01	6.735270280282863557e-03	-2.219415203753507093e+00	8.430352788885177306e-02
2.003243948446204513e+03	2.012224974141510714e+01	3.738812333669532667e-02	5.408677674990943320e-04	7.406203424994266260e-02	7.286210144123261932e-04	1.212976989907204928e+00	3.555293080484048414e-03	-3.527175248401013818e-01	7.444030910153706659e-02	2.442886246742423566e+02	7.843806980602530565e+00	1.036694955362083981e+01	1.716489914776160282e-03	6.720321724821913534e-02	2.054225511811264178e-03	2.881550903085947080e-01	5.590019191194825487e-03	-2.072923695513401388e+00	7.629882056995541950e-02
