# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
7.728122315449381858e+02	1.470391001574684964e+01	-7.649429507964262964e-02	1.178823539601361057e-03	8.498561305215350525e-02	1.580226887083332902e-03	1.280949890111714673e+00	7.469464431835324755e-03	4.865920086797879129e+00	6.347428293613853467e-02	2.012397679285502932e+02	4.718809387910249065e+00	1.076768836956634345e+01	1.419741240280910158e-03	7.322068924922811584e-02	1.622439845276737753e-03	2.467675195807421396e-01	4.112291070491103095e-03	4.372691607854489959e+00	5.643182034527417790e-02
8.572654023333504938e+02	1.774984317158688185e+01	-5.056483638749090931e-02	1.327387721659021571e-03	8.756844140423489242e-02	1.768731974190900207e-03	1.163261427415377192e+00	7.838569257900034754e-03	-3.118907685380928108e+00	8.588456530734052408e-02	2.495566600539990816e+02	9.136266041995588338e+00	1.076295849153626172e+01	1.788007462096612155e-03	6.204952963225138923e-02	2.168114757609269222e-03	2.879879060544060509e-01	6.049603787149018461e-03	-5.034877948628773581e+00	8.054155226234406550e-02
1.197857521045804788e+03	1.904767845191563680e+01	-1.905158423979478807e-02	7.732088905917746443e-04	6.701134836375145787e-02	1.045126017160455953e-03	1.168826734515041155e+00	5.228737817460190479e-03	3.720454431460809008e+00	6.286423825807160859e-02	2.434018093662278943e+02	8.653424439739941576e+00	1.080722126742503697e+01	1.696938207229919905e-03	6.104159044633152009e-02	2.074580492736580184e-03	2.990305899537976653e-01	5.895142295094826096e-03	3.013798109231764055e+00	7.274288477048693191e-02
1.490925833308621350e+03	1.986137348936295766e+01	1.977667199093146450e-02	7.268965489064091370e-04	7.491971187133036891e-02	9.767155759370211264e-04	1.153787170556737518e+00	4.616382644660669936e-03	3.002467676336491031e+00	7.758784090279653711e-02	2.140277764256589990e+02	6.554315249676994526e+00	1.091953633873897900e+01	1.933706044513187070e-03	7.699981989951479311e-02	2.230536773922319003e-03	2.716880034218955298e-01	5.730440964702731600e-03	2.337115823384305902e+00	7.815227365778038005e-02
1.643288399971672334e+03	1.758421346064056934e+01	3.432637938717244402e-02	6.190182292165123494e-04	7.923628822590329801e-02	8.285472865282101284e-04	1.130790039199003782e+00	3.780044634648118546e-03	1.498569491480246096e+00	7.550277021652614107e-02	2.298774156781680915e+02	7.828899855138024222e+00	1.093333857561764155e+01	1.908674459526514674e-03	6.956899970446688009e-02	2.249252559423888485e-03	2.733869331270192271e-01	5.957739205405467031e-03	3.629147438987203600e-01	8.234522962076186448e-02
6.961684397634835477e+02	1.485187024044732418e+01	-8.569255908315888404e-02	1.583815134388621678e-03	1.010780023030579539e-01	2.098352132351231046e-03	1.243882800239641595e+00	9.051206637350813627e-03	6.885428457330723395e-01	8.362533590045218013e-02	3.004143643386530016e+02	1.383073301233577546e+01	1.081940259942684612e+01	1.944829387101653165e-03	5.515784330763897486e-02	2.442077168179207069e-03	3.299304275822264043e-01	7.448263119575598661e-03	-6.181046482068777159e-01	9.496227919080679758e-02
1.866579237050832489e+03	1.336790205951078825e+01	4.367215171522281086e-02	4.168472422333280433e-04	7.969965620156721497e-02	5.576927452981282661e-04	1.127670787688319187e+00	2.534150936238801534e-03	-3.737948631899553842e+00	5.799546329328252731e-02	3.145693403410699034e+02	9.684710613547432345e+00	1.092967862930745149e+01	1.331338889567619055e-03	5.574517762183726910e-02	1.644648565258890333e-03	2.932082143378563210e-01	4.785238014480208517e-03	-5.950776612926481413e+00	7.363715990432541381e-02
1.557679473782807918e+03	1.653779296724973591e+01	3.043112738568746339e-02	6.201563123473724298e-04	7.996622982552314962e-02	8.294102975674331937e-04	1.123763252137171653e+00	3.756517738811393156e-03	-1.531033310573003181e+00	7.227614931607805049e-02	2.138174382224889314e+02	5.842787669112708748e+00	1.093808904169785379e+01	1.485199664607711294e-03	6.783595247258156213e-02	1.762053443270515966e-03	2.766030393725530390e-01	4.719271928478273141e-03	-3.565032029997260210e+00	5.913675980123867665e-02
1.101272540552098462e+03	2.199615766142560958e+01	-2.958324404734342591e-02	1.019577617449064777e-03	7.032685265154596521e-02	1.376925055282780504e-03	1.213178304558166998e+00	6.877425662437495861e-03	1.741012788919792165e+00	7.557560080720022999e-02	2.580091858191339611e+02	7.407441760014686238e+00	1.077822472401882870e+01	1.570296443031093253e-03	6.837993793336409609e-02	1.866363073878110667e-03	2.817257654713095638e-01	5.015738705519381252e-03	1.484640412109757834e+00	7.475046966788689851e-02
1.716108015551165863e+03	2.165804667417089746e+01	4.092494948270065241e-02	7.193090362132696950e-04	7.806502623376358752e-02	9.626982467251402140e-04	1.107756134409344062e+00	4.373877584081226066e-03	2.230599809310812365e+00	9.249608877497435266e-02	1.789612036821266372e+02	8.136258072065366775e+00	1.088338404933169024e+01	2.328158873439582256e-03	6.416583441063512805e-02	2.776527744765766841e-03	2.691888561189048068e-01	7.497474039798088935e-03	3.882465616752952542e-01	7.841147658468089476e-02
