# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.893097317604696855e+03	1.618365778130150545e+01	2.996947419394506429e-02	4.225998174062710441e-04	6.764766045368285352e-02	5.619630358315844034e-04	1.072240215754531212e+00	2.943085389087470374e-03	-5.004510418807621430e-02	9.628334436914501304e-02	4.528980579139200700e+02	8.005529657829885792e+00	4.996905259047944803e+00	6.348356479774684919e-04	4.625778096858865207e-02	7.818704885559405425e-04	2.435446863007688367e-01	2.299279513857943168e-03	1.737082257149335174e+00	8.016117054975824274e-02
2.033900269231884749e+03	1.751715193981180718e+01	3.943988632967394825e-02	4.350416674849311486e-04	6.907206230174890715e-02	5.777478864331944079e-04	1.071627636463466260e+00	2.996767629238869350e-03	7.384627789899640415e-01	1.073886851778071555e-01	4.020213365642597410e+02	7.347665636296010661e+00	4.993627516574794534e+00	6.200922018997379612e-04	4.397349024776596449e-02	7.700193060613918757e-04	2.458754713456810237e-01	2.312839501046200317e-03	2.310372479536798362e+00	6.848377521929631395e-02
1.964806152359958105e+03	1.837772269943661385e+01	3.610482744526005705e-02	4.695237784657163788e-04	6.860565795634436526e-02	6.232240029998842171e-04	1.038671195911143208e+00	3.175243469341780620e-03	-1.664817265704043425e+00	1.135488399087331707e-01	3.706966287104101525e+02	6.501875491683736463e+00	4.995891543539390689e+00	6.600082384075463228e-04	4.805981217197299871e-02	8.042456752451213010e-04	2.349310513871537831e-01	2.304350234527184713e-03	-1.384791301638795824e+00	7.010739168613462635e-02
1.835130451226509649e+03	1.908613370650219920e+01	2.402144864671520649e-02	5.064363206785387102e-04	6.668235704558603261e-02	6.741388958113873247e-04	1.077902166341498713e+00	3.566057218520705084e-03	-1.691559536101871153e+00	1.109192522544140691e-01	4.737543960471459172e+02	8.786794727286219242e+00	4.964077322951375493e+00	6.146934593597113252e-04	4.294638225033280132e-02	7.633314792725081959e-04	2.398359380741669766e-01	2.290163611629111948e-03	-9.084709463209876823e-01	8.090428421046075291e-02
1.941421453376552563e+03	1.627683244223937464e+01	3.807339736458677237e-02	4.131965154118356128e-04	6.744469108385085787e-02	5.495097206469187669e-04	1.068719021116673051e+00	2.875284645228614547e-03	7.594310386874223440e+00	9.659867536799804366e-02	4.591480621545418899e+02	6.936693615844849781e+00	5.000287506283754624e+00	5.272914711328109769e-04	4.485599001958404802e-02	6.477689190877756759e-04	2.313564519703244504e-01	1.889028874644383890e-03	9.230173077861223874e+00	6.929272996284670250e-02
2.020254575642603868e+03	1.702373297905615956e+01	3.856243549844095425e-02	4.250288231817057807e-04	6.897722427636315823e-02	5.644385539938995885e-04	1.067591693367987205e+00	2.922169076777202286e-03	8.552300718501338883e-01	1.043697698838284560e-01	3.633698282983321519e+02	6.403608795809105025e+00	4.962382676423723105e+00	6.065378934201508861e-04	4.423772686286398664e-02	7.452347786518062275e-04	2.282334530793691529e-01	2.172746141800638645e-03	2.650472111868083402e+00	6.346227016951296040e-02
1.974636254936414389e+03	1.714691777944627304e+01	3.465158645959427741e-02	4.313653348965565187e-04	6.797213007284612363e-02	5.735048489220225931e-04	1.075880974370163390e+00	3.004034641507352058e-03	5.160555169533040942e-01	1.025203439494017377e-01	3.906133186111571831e+02	6.045139202813986756e+00	5.042049043558991528e+00	5.818830993852952939e-04	4.792564731147325868e-02	7.073460084941646546e-04	2.304217949487639139e-01	2.014634992918317834e-03	2.185228759493234030e+00	6.584455562719312982e-02
2.210206515480560029e+03	1.854868171311802172e+01	4.376800304664598545e-02	4.254473754784239277e-04	6.931328534687643261e-02	5.648916319732769694e-04	1.072282136798156982e+00	2.926769360612427144e-03	-3.631103737934647802e-01	1.142412170108157710e-01	4.293975325895729043e+02	6.359258520956991845e+00	5.066738689596457235e+00	5.272443549617364996e-04	4.578213088770668321e-02	6.481425737003887249e-04	2.375737687927221009e-01	1.895327085653949247e-03	5.652014968149576130e-02	6.397236612026291347e-02
1.805894221946576408e+03	1.539126618315664885e+01	3.586088953530932461e-02	4.594694305042174541e-04	7.359945618990701433e-02	6.081763572414072318e-04	1.101784603557340425e+00	3.126052251629395529e-03	1.136323068245166601e+00	1.017333585471546648e-01	3.545687572440849635e+02	7.527013534406177264e+00	4.918805388964023528e+00	7.647885942211619372e-04	4.648837727452561491e-02	9.441951010837015172e-04	2.493392542241306686e-01	2.796162902110611945e-03	2.020553739678468741e+00	7.458526771054536930e-02
2.090784461490768535e+03	1.763693448455884294e+01	4.271280765655850048e-02	4.283369506419475127e-04	6.942040519367147222e-02	5.685755675637560675e-04	1.065948955390419561e+00	2.932201198164039596e-03	9.587976484951256095e-01	1.092127237040172311e-01	4.166850698077889206e+02	7.868184477058402848e+00	5.011295652362399267e+00	6.658268912115569227e-04	4.533857123672909578e-02	8.183812231323894879e-04	2.348737022182196543e-01	2.391079963670639762e-03	2.345679497892609877e+00	7.881738867262215453e-02
2.015381202213426832e+03	1.729160288390037437e+01	4.024366962696579453e-02	4.417534193855426482e-04	7.037670086726346974e-02	5.860910859548315328e-04	1.079540597495199261e+00	3.030127561018377668e-03	9.552236898966506295e-01	1.084220520136659205e-01	4.122877532851367732e+02	6.479698188429323658e+00	5.022296038185760203e+00	5.308607676170629813e-04	4.361989009547656559e-02	6.561713366719339191e-04	2.351392829996829525e-01	1.943596063634908232e-03	3.641505971173662815e+00	6.173605691759568442e-02
