# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.548563026296223825e+03	1.423092403775434356e+01	2.457608066638272346e-02	5.104653105190777758e-04	7.567136398577375966e-02	6.735709331358778838e-04	1.058633264688510156e+00	3.329236757897763386e-03	-1.859563335068999068e+00	9.998389286111264429e-02	3.112065657055470069e+02	5.350083583769871254e+00	5.492760496812638671e+00	6.759055192645002956e-04	5.028310875757378146e-02	8.248352995282749039e-04	2.490216124589380853e-01	2.377285867213150064e-03	-2.601488072687047737e+00	5.862529086612295465e-02
2.051012551331970826e+03	1.907720521472693065e+01	4.437007130651165338e-02	4.704941690418008599e-04	6.919318835887913743e-02	6.249820896938046303e-04	1.084796430036820247e+00	3.266299758914760314e-03	7.491516105373798418e+00	1.164517407510577834e-01	3.428230402398436354e+02	6.634690655044276575e+00	5.634950314669443294e+00	7.578064877587119752e-04	5.020789617326219118e-02	9.277805872153836427e-04	2.544020992672318959e-01	2.696190148999344331e-03	8.697009836156444962e+00	7.148117863281854001e-02
1.992523611854833234e+03	1.883667710063236456e+01	3.583153727410218897e-02	4.685620715131077227e-04	6.781294333999299262e-02	6.229175460502378624e-04	1.067993382602279162e+00	3.250054202372343326e-03	2.006414151289986236e+00	1.127057513824118312e-01	3.850179161004768389e+02	7.016672790739940879e+00	5.622798873148514787e+00	6.633156565975490511e-04	4.711748267393903178e-02	8.221504136604010794e-04	2.607621080724493723e-01	2.464613113359315905e-03	3.493477152741652159e+00	6.848932302465821076e-02
1.852190757402257077e+03	2.030010505164919365e+01	2.241369276867306859e-02	5.095583352332661844e-04	6.374565609698297497e-02	6.798554535085662466e-04	1.062802380601510777e+00	3.634217007373011406e-03	-1.519654089392961316e+00	1.114955296782772221e-01	3.749655906813702586e+02	6.965063199512680825e+00	5.568895932627303758e+00	6.970742605012466599e-04	4.830833522326961893e-02	8.578651793741685948e-04	2.536139683155101410e-01	2.523005530199616889e-03	-9.984474794151247945e-01	7.161066521089319570e-02
1.939722411348926926e+03	2.024875045162585252e+01	3.194547039390865928e-02	5.092272655833075248e-04	6.681013597283932959e-02	6.780412441849787645e-04	1.093640166333312624e+00	3.619112521618306124e-03	3.220916607309119772e+00	1.170734477642220855e-01	3.870662495064412951e+02	6.165909666048349003e+00	5.608502000914262098e+00	6.042029940372939650e-04	4.873552576815874671e-02	7.417328151868747554e-04	2.513436133852962606e-01	2.167767489975866435e-03	5.299032112915531556e+00	6.451464440718671089e-02
7.693615482935069849e+02	1.302388036645565705e+01	-1.062780189233290123e-01	1.042932058528642106e-03	8.400125588119700115e-02	1.373560511075719087e-03	1.308905855743078384e+00	7.552343847209275381e-03	-1.629901077400712994e+00	9.572708663387415051e-02	3.446297416509814298e+02	5.326496897799747110e+00	5.435618767703517484e+00	5.901852164571912704e-04	4.880779523542871923e-02	7.199051347187995515e-04	2.405329635484133588e-01	2.069501176535331124e-03	2.434222764012591855e-01	5.760477907023996841e-02
7.002634759338401409e+02	1.108478798186309611e+01	-1.196960503087000083e-01	1.106363054474855580e-03	9.487570486685341364e-02	1.444629500931165697e-03	1.354407863430869607e+00	7.736061725146421014e-03	1.024658278472783568e+00	9.560318009552298824e-02	3.156825229792943333e+02	5.378439437822927438e+00	5.311701651883635300e+00	6.580181562926221963e-04	4.937576538442350893e-02	8.027713730723726659e-04	2.437597659454618093e-01	2.309904270041669792e-03	3.920563008829717422e+00	5.846991297425459949e-02
2.231170440834107012e+03	1.882496253577177825e+01	4.447337500791658654e-02	4.270567402026043276e-04	6.924371491211675500e-02	5.673656940943529702e-04	1.092411920500464539e+00	2.978406491789294900e-03	8.160819821015603548e-01	1.145991158153119166e-01	3.802660856888235799e+02	7.567099697512135847e+00	5.647449020416285492e+00	7.441539473095617422e-04	4.824594584460572405e-02	9.182088241095887320e-04	2.582758068714783306e-01	2.720211977888897618e-03	1.402139029853152197e+00	7.665805795401267608e-02
1.972745706389497172e+03	1.873505397960076380e+01	3.857881487916396679e-02	4.812470959591329147e-04	6.923893479306322818e-02	6.384939518610356982e-04	1.043082715655997639e+00	3.248991360983439439e-03	-1.962211692530850593e+00	1.169997805556120540e-01	3.976048816993500168e+02	6.386171778127443410e+00	5.619039224040825786e+00	6.099234361930247960e-04	4.878128650105825748e-02	7.485536827670138255e-04	2.511104570480812148e-01	2.186226429676444045e-03	-3.276821259260927821e+00	6.694550832900084125e-02
1.928996709985622147e+03	1.659694164039360942e+01	3.506909642788009346e-02	4.373057238878852644e-04	6.948358739443656618e-02	5.805079492616441877e-04	1.069874847605309931e+00	2.999886789937746944e-03	6.887842237165477943e-01	1.027051261415211914e-01	3.303092586425363493e+02	5.861343447622387792e+00	5.577883277941993789e+00	7.281949231801912968e-04	5.231142236326364464e-02	8.848726988465032165e-04	2.521923637642966010e-01	2.528534223144748155e-03	2.431226986585560912e+00	6.691623358928397436e-02
2.097300990229555282e+03	2.068563384015509143e+01	4.183392567222658093e-02	4.906509766243293946e-04	6.806019928668240182e-02	6.522048150794693914e-04	1.071914770270969042e+00	3.405781519269570137e-03	3.502842081582348666e+00	1.241591521613025217e-01	4.098328786403038180e+02	6.715392393625345235e+00	5.653209806246997537e+00	6.394750568754097898e-04	5.038939899175914200e-02	7.898607347572488349e-04	2.727586068086398918e-01	2.352677636910439386e-03	3.930542405504986458e+00	6.918065002720551193e-02
1.719913579255798595e+03	1.988740239285039735e+01	1.013381547560317751e-02	5.478831008226102287e-04	6.496601027164089492e-02	7.308817466601292981e-04	1.102864297189420251e+00	3.973281908746234894e-03	-5.346956363236887277e+00	1.099782537289113737e-01	3.765292385076249957e+02	5.612318020163091781e+00	5.539534258477943673e+00	5.553401181562028993e-04	4.797454226282461820e-02	6.836436298265295263e-04	2.522976389708190825e-01	2.011558682991619520e-03	-5.067262966761869158e+00	5.740425537521464533e-02
1.096319290317953801e+03	2.790775496113124987e+01	-6.841249651356332007e-02	8.596448813249576862e-04	4.678419391830879875e-02	1.167746553199194024e-03	1.237417852414895547e+00	8.017329492016453743e-03	5.829379922681947601e-01	9.048595357436492459e-02	4.134279756416862028e+02	6.818087569794939462e+00	5.433120546338308543e+00	6.043000101518113554e-04	4.724634406341001597e-02	7.452349078141945861e-04	2.515493543032440438e-01	2.201912322957353882e-03	3.562401621561770870e+00	6.853513647947566401e-02
2.033330925792241715e+03	1.781274486330563178e+01	3.702674455368156620e-02	4.402370595343955409e-04	6.872958054332602151e-02	5.848349400179212549e-04	1.071977329418217773e+00	3.040892388032405153e-03	-2.714137838739466013e-01	1.084129595211607150e-01	3.888914748497371647e+02	6.916723747629119678e+00	5.639551849719941501e+00	6.718152248283459135e-04	4.869425396171486037e-02	8.281889518969949224e-04	2.590511242960210070e-01	2.448370281138005731e-03	1.352017642353442017e+00	7.075666952354935091e-02
1.923031936525396304e+03	1.626062665723088685e+01	2.912985078496035593e-02	4.067257896857671691e-04	6.586387070327949511e-02	5.415411403186756083e-04	1.058656505795237290e+00	2.845405508469366941e-03	-2.216938109169449000e-01	9.378957075083499406e-02	2.719898183872423374e+02	4.795372965327871384e+00	5.572946248597181906e+00	7.051513292422443603e-04	5.118828182983338471e-02	8.612977760372182278e-04	2.554123788841464182e-01	2.490340325618558334e-03	7.424860292838889597e-01	5.279980312559085648e-02
