# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.616110525211273625e+03	1.142697431380560147e+01	1.479399724897924838e-02	3.621109964250606404e-04	7.013642492010550844e-02	4.815890761853330935e-04	1.175445596978458740e+00	2.646365180310254490e-03	2.759518437772888078e+00	6.819032775896528842e-02	2.834424832172369975e+02	3.160762107682712152e+00	8.269020210156929451e+00	4.801389025870265656e-04	5.460375089334706250e-02	5.727688968521132745e-04	2.401401601111106121e-01	1.661987211420056128e-03	4.132165513037249632e-02	3.778391355388088096e-02
1.889738092317671317e+03	1.082955060022149674e+01	3.831454640709808235e-02	3.246155771218938346e-04	7.725569780540515741e-02	4.287160737103273313e-04	1.142685500378703534e+00	2.212329915180182797e-03	-1.699897299217732582e+00	7.524691940778208132e-02	3.002462319513797411e+02	4.068065813637262274e+00	8.339165039581500238e+00	5.608704014011596951e-04	5.282769649919081406e-02	6.696634087002921714e-04	2.378593098414978069e-01	2.007331616371424172e-03	-5.054020785895625423e+00	4.635418786108882333e-02
1.308664221475563409e+03	1.003121662716286444e+01	-7.968592342390338340e-03	3.916237885696534382e-04	6.997810145111239832e-02	5.209832989135322005e-04	1.183128017595779458e+00	2.879318528240854339e-03	2.829248294473395209e+00	5.947987405522670024e-02	3.227163214142865399e+02	3.242354730674263052e+00	8.195106194922875176e+00	3.920971435726392342e-04	4.980531931475629115e-02	4.747118687396303656e-04	2.349499411910609126e-01	1.374905786246370144e-03	5.907611937527681295e-02	3.564620851774812776e-02
1.725605342859463462e+03	1.082409181928570518e+01	2.773370981165406909e-02	3.461984734092394709e-04	7.537036987436669666e-02	4.581628671848096603e-04	1.159768912389369078e+00	2.415298985033775218e-03	-5.895717012512393662e-01	7.206770052515990010e-02	2.298836346446287280e+02	2.666946628607644421e+00	8.235570090760530704e+00	6.021399252482892428e-04	6.384454131074045191e-02	6.937303818428002585e-04	2.321603357095473885e-01	1.877431914168035043e-03	-3.753784537096634732e+00	3.962130854798696228e-02
9.138655066823739617e+02	9.435752400844206633e+00	-6.034487734519147772e-02	6.041357476516080521e-04	7.984138460821207928e-02	7.977022244258584992e-04	1.244164097924724821e+00	4.315324606897733180e-03	-4.304856215551874365e-01	6.595710547358797637e-02	4.072813125135023711e+02	3.393410953219413440e+00	8.142141459204321308e+00	3.135495052930608543e-04	4.865367640240054331e-02	3.859106049533216455e-04	2.566875089120859710e-01	1.163880266410007285e-03	-3.705647918611748803e+00	3.398981172155755848e-02
1.880889472464278469e+03	1.071822851079942929e+01	4.633324662121438703e-02	3.392229581780237670e-04	8.109252318855716957e-02	4.468703605777562204e-04	1.178703557644941835e+00	2.307595906954053918e-03	5.087364594400618500e+00	7.855766305317911369e-02	2.793763994091200402e+02	3.583543431254052170e+00	8.355612727854056843e+00	6.204341231965955061e-04	6.129469508675292055e-02	7.256247373691219419e-04	2.542179964212782917e-01	2.198053186548204127e-03	1.975697571480916848e+00	4.578713058538506908e-02
1.740277991755448284e+03	1.042423240313761568e+01	3.103517208110411624e-02	3.285026784011285607e-04	7.489757614757845683e-02	4.348442355378765150e-04	1.151316794846189095e+00	2.286839122404900164e-03	3.101270525734440842e+00	6.904035029168725801e-02	2.486038817738288174e+02	2.624258596826270828e+00	8.291618770875880173e+00	4.908250877112368916e-04	5.886731829377159220e-02	5.802104769228778750e-04	2.507492250933384126e-01	1.706763222370044717e-03	-2.073698666696449366e-01	3.293649120751394183e-02
1.742615644129353541e+03	1.049610382167556466e+01	3.043221845528330111e-02	3.417832877232645020e-04	7.742691101699322731e-02	4.516316793801324189e-04	1.172829019662358974e+00	2.371548069418371023e-03	-6.721559248775157425e-01	7.221232572587164833e-02	2.843370380005624156e+02	3.825911356454160472e+00	8.272722358465637527e+00	6.554079621921926700e-04	6.165467250922367082e-02	7.734220181385011812e-04	2.612845631261047075e-01	2.282714508993610204e-03	-3.064679032587042773e+00	4.927532378744651359e-02
1.668410803786659017e+03	9.240040523199301248e+00	2.090829237464986168e-02	3.050980990874805287e-04	7.523336823286942698e-02	4.038282616611379712e-04	1.161035789963948961e+00	2.132240348477231970e-03	-3.560782988408448979e+00	6.133155094134967733e-02	3.298995697516796213e+02	3.473529409358565800e+00	8.250724234630023801e+00	4.416974140506618220e-04	5.344447420506014818e-02	5.306076618597929890e-04	2.441593105792437823e-01	1.552814690801991582e-03	-7.273282937441453377e+00	4.008002972245586215e-02
1.696544147922402999e+03	1.170976541399839377e+01	2.851056847789166723e-02	3.671736416258473859e-04	7.272638921318626271e-02	4.869757060129187602e-04	1.152208945499640036e+00	2.595913096773629948e-03	7.521025421854113269e+00	7.434394275273328856e-02	2.549167529768259044e+02	3.632562033834921600e+00	8.277478618471333149e+00	6.415302984021904005e-04	5.678749089694943436e-02	7.592709324717053596e-04	2.395781638161068317e-01	2.181551309230410265e-03	5.012338859216173503e+00	4.552592854408965550e-02
