# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.893821479471187104e+03	2.423157146084113478e+01	3.834780842017148500e-02	6.490017237332749859e-04	6.967257993536965510e-02	8.728315385733806820e-04	1.077274313345105039e+00	4.109948906880588407e-03	1.109760393248334087e-01	9.003423761020172555e-02	1.028153242295175005e+02	3.820858152062499347e+00	1.539780314912769832e+01	3.963826145289086472e-03	1.371443731242645014e-01	4.853203582993308521e-03	7.028353972173135844e-01	1.441652543792160124e-02	-2.394492343276266144e+00	4.769780091096446906e-02
2.024401960851332205e+03	3.682023604016422524e+01	4.057858692803160972e-02	9.201443859192915504e-04	6.945649619835593536e-02	1.236381661658465586e-03	1.050492157572849861e+00	5.754289956350753903e-03	-2.945678519661391714e+00	1.388880118889700699e-01	6.193566030198299899e+01	2.889649535283528525e+00	1.554114947519109258e+01	7.542091382672659952e-03	1.959323319243818640e-01	8.563333714115087605e-03	6.666966071950102268e-01	2.255377199731358265e-02	-3.783691207027323866e+00	5.740037207414321746e-02
2.025803301784156019e+03	2.501805816378741554e+01	3.981046996891015460e-02	6.103646679316695675e-04	6.788279229724814012e-02	8.208663917294835516e-04	1.043433112309622324e+00	3.845932678791538859e-03	2.220035768217810124e-01	9.184626545318798352e-02	6.655988554823512970e+01	2.722605006523524107e+00	1.553646236022191651e+01	6.827200593691626525e-03	2.009116716961654725e-01	7.691082366189239648e-03	6.596369246680385823e-01	2.003284697133130704e-02	8.259015762724118970e-01	5.612118499189044235e-02
1.919705855503660132e+03	2.817807801733186324e+01	4.019950608337163195e-02	7.267746582101863514e-04	6.801255290256949526e-02	9.775696371208011763e-04	1.049622900788456770e+00	4.590262286416507166e-03	7.143820494804625554e+00	1.032507081622845435e-01	8.392419625186919063e+01	3.466988419021364454e+00	1.550663616997859151e+01	5.739982320278747344e-03	1.756729108255536687e-01	6.833643804078872418e-03	7.694602898227858034e-01	1.973918521389368338e-02	7.983304510037786628e+00	5.449227600705520980e-02
1.974280418966143543e+03	2.592453699429751168e+01	3.582624916846098573e-02	6.515031939028759602e-04	6.820920209165864945e-02	8.772138928735908779e-04	1.079643906512705920e+00	4.174733185331601544e-03	4.595206069948704619e-01	9.329965383154721625e-02	5.154783723168772269e+01	1.839877666438988646e+00	1.539633321382907738e+01	6.854099128664340249e-03	2.090816762195683576e-01	6.928853933591879594e-03	4.563689879700518759e-01	1.617496602121180210e-02	1.289196053816080711e+00	4.955649718718941471e-02
1.798935336556135553e+03	3.703959137948470470e+01	2.792498735391324080e-02	1.052505535907560753e-03	7.019350744951186050e-02	1.414497183478100354e-03	1.068830379826420707e+00	6.611609680660321571e-03	-3.314298564387538448e+00	1.399208475983827749e-01	8.156839722086176891e+01	3.198464754722181613e+00	1.548317033534124221e+01	5.376688363620238213e-03	1.711895085548273132e-01	6.331873091153119790e-03	6.969647799995600801e-01	1.755856828515795984e-02	-4.226839481809273380e+00	5.263248775051967282e-02
1.939719252533726603e+03	3.656066334807981377e+01	4.118328898166829372e-02	9.546579568402526784e-04	6.955453798157293366e-02	1.283173210648875595e-03	1.060388483678777138e+00	5.997428397083966363e-03	2.467095714990405586e+00	1.371774425493778871e-01	9.213175055058914609e+01	3.906775412815207016e+00	1.554613626987807251e+01	5.752286621913851698e-03	1.728252213237620738e-01	6.895967067253394069e-03	7.936541298171180259e-01	2.043526059417044224e-02	4.514758046509598444e+00	5.854928372569288136e-02
9.572742612721275464e+02	2.313524672186268205e+01	-6.696604074960699204e-02	1.217213200690704265e-03	6.949967310739528503e-02	1.647849423512581617e-03	1.281441293020888716e+00	8.526245976200793816e-03	1.750294923336092323e-01	7.497784846613146648e-02	8.299179565591076368e+01	2.774636104366124734e+00	1.522521709327429384e+01	3.954170634214201896e-03	1.455548435638316651e-01	4.599081553096217787e-03	5.464905773681675294e-01	1.217048892683766752e-02	1.237383067276724091e+00	4.481255622519748905e-02
1.980573327850240275e+03	3.798241104044374339e+01	2.795372903345770196e-02	9.387954125044310847e-04	6.732091064580145168e-02	1.264974693788335682e-03	1.082285651315636255e+00	6.062996947266489391e-03	-9.791128950002111253e+00	1.339327331385311293e-01	5.649399702154357072e+01	2.760725579151503517e+00	1.542166466451851647e+01	7.456665562917480332e-03	1.701425395551864339e-01	7.749139326928887114e-03	4.037736352379416860e-01	1.829815476794542650e-02	-1.069594872920855266e+01	6.372500528129210196e-02
2.108455087614968761e+03	3.562983903317931578e+01	3.237069655210749602e-02	8.322329872739959783e-04	6.780489843486657564e-02	1.123304778160383018e-03	1.141312089879896741e+00	5.519341200336604601e-03	-6.693655678433312772e+00	1.218038313406030748e-01	4.687826455727593356e+01	3.441734982814527832e+00	1.573737290978728964e+01	1.261845088730891538e-02	1.863685631661771147e-01	1.270853739179643796e-02	4.005018837400624587e-01	2.953303991175516494e-02	-6.685381166331892722e+00	8.754854017230911944e-02
2.294671655417624152e+03	3.819333528705135450e+01	4.504095607459172868e-02	8.344971074625088516e-04	6.891370508501765135e-02	1.123238417652113342e-03	1.084609333045520208e+00	5.333942600009593596e-03	-5.686553008380070828e+00	1.389754069315440321e-01	8.177135777038303388e+01	4.075169505590620744e+00	1.552359830701207244e+01	5.433456931356981691e-03	1.377119648924628459e-01	6.514390728114887938e-03	6.128782211762316967e-01	1.831027497772027418e-02	-8.381563889352557695e+00	5.648811726654151544e-02
2.106140697306945640e+03	3.999807224586324850e+01	4.025757461614245386e-02	9.648617403227443146e-04	6.981758581991252821e-02	1.298240862838445208e-03	1.092462149303506047e+00	6.152457027873760656e-03	-2.864132353892082872e+00	1.474318097980997222e-01	7.799122430515845394e+01	3.310502076855583731e+00	1.569528679332298893e+01	4.826992846002052702e-03	1.407852950367229350e-01	5.649653622322795866e-03	5.457201606621063794e-01	1.516192929417415833e-02	-2.946365669244508378e+00	5.099880428716013075e-02
1.821679411073518850e+03	2.285898553043342218e+01	3.993147710872197581e-02	6.804883942132577751e-04	7.438658472216519435e-02	9.130722440668942062e-04	1.105898920023894227e+00	4.233883287859698669e-03	4.093426230451810421e-01	9.131580504189379388e-02	9.934941370453222476e+01	4.657411928266090406e+00	1.537179846339946110e+01	4.777986516980485890e-03	1.324871648273729663e-01	5.926886541163415428e-03	7.489142847230497724e-01	1.834893890593490562e-02	1.323696123208039088e+00	5.294347236066042350e-02
2.050315340798812031e+03	3.227406328805323454e+01	4.163060730351433175e-02	7.810315951705030070e-04	6.818257395044126368e-02	1.051161022823385218e-03	1.067780847631915719e+00	4.974483528884691280e-03	-9.001771043180506471e-01	1.171020188060147155e-01	8.609960328999370915e+01	3.534989279358231595e+00	1.549663629646073382e+01	5.542048264928781109e-03	1.708199134806568931e-01	6.616054992462193710e-03	7.575902239493569335e-01	1.909704847184344467e-02	-7.914604335632657861e-01	5.441653923525662656e-02
1.928547800310155480e+03	4.078478333728774174e+01	3.975881821864905158e-02	1.048464493080858949e-03	6.814942708739664401e-02	1.411794433086705674e-03	1.080366138799217612e+00	6.723559166438470257e-03	4.419719600517268532e+00	1.465389548442816714e-01	6.861543424220776899e+01	2.699296528811221396e+00	1.559680601432511260e+01	5.812344784320227359e-03	1.759628513653440085e-01	6.493467115289673804e-03	5.498669466215262425e-01	1.642810432723078654e-02	5.718630633487840065e+00	5.390568372726163571e-02
