# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.618251911093491799e+03	2.587481035003405339e+01	2.874852314664778918e-02	8.573715981804658822e-04	7.386592447506225290e-02	1.160412030171299692e-03	1.187255481096287202e+00	5.350723664653460679e-03	-2.827915580762618397e+00	5.618399569676048311e-02	7.465122943080399409e+01	3.601278778930858682e+00	1.896138632050294959e+01	6.886487291648899639e-03	1.689061031694443216e-01	7.675699087114485133e-03	5.089425349913292429e-01	1.888107026751046844e-02	-4.224185128935881828e+00	4.429040094122203147e-02
9.162777722505919655e+02	3.117722257671599095e+01	-7.313860874622599151e-02	1.838447384730854377e-03	7.471246180638287104e-02	2.503618881612709908e-03	1.411395287886372696e+00	1.247962224337710244e-02	-3.993479101323012537e-01	5.925488953525435976e-02	7.460481296486267411e+01	5.434914656891760565e+00	1.875262257661827192e+01	7.815728964848799032e-03	1.288699597038872047e-01	8.870198451701947692e-03	4.179166889000192620e-01	2.217764447253892796e-02	-1.242928985489432314e+00	5.543234812450933968e-02
1.756468188991582792e+03	1.938660640684045333e+01	5.127937991996379952e-02	6.286394903282518064e-04	7.821608952179140428e-02	8.469210854457295302e-04	1.136814876664999474e+00	3.730288540576246967e-03	3.563377085623382179e+00	4.738656046840244995e-02	1.967315316838457591e+02	2.733017628624936179e+01	1.894503588641291003e+01	7.171610121144813069e-03	7.049367907712472681e-02	9.582550368454701220e-03	8.662078023968164953e-01	3.899438623076495469e-02	2.553022248387134763e+00	7.290831859042051777e-02
7.510809271219061429e+02	2.181017487443372715e+01	-9.899362230583080846e-02	1.884642046003163042e-03	8.923277202359493343e-02	2.542290286776619813e-03	1.347116478129007477e+00	1.144251603494443777e-02	-4.756915541045932727e+00	5.552530328786808855e-02	7.612179645496544822e+01	5.235970878215602475e+00	1.868143829455759786e+01	8.045943661320139120e-03	1.398381876324349682e-01	9.077566257502731398e-03	4.422537831516791251e-01	2.256523984178598549e-02	-6.299554166597022054e+00	5.660575358676664393e-02
1.808141589748890965e+03	2.231754025587467893e+01	5.959907963166914679e-02	7.776493674903621912e-04	8.632638066201979432e-02	1.043925851352452529e-03	1.172474677719623104e+00	4.466872811523982766e-03	-1.607630787040640552e+00	6.103854397059058773e-02	7.023862264723423721e+01	5.310371865351744880e+00	1.892346898086277562e+01	8.300311353620411919e-03	1.346006758862093033e-01	9.647866777683858017e-03	4.893161775778176459e-01	2.489756104968754089e-02	-3.389473956686571032e+00	5.143928046701259221e-02
1.804498358941435527e+03	2.267862013438405455e+01	4.292901607586203233e-02	7.082390147602320380e-04	7.744696041820677002e-02	9.550999746086099055e-04	1.149207802904476550e+00	4.246731410548641207e-03	-8.789514891821525566e+00	5.415456991260508834e-02	6.434226074282300090e+01	5.396203163831312821e+00	1.889683151429129637e+01	9.787122181201609802e-03	1.453735606716692608e-01	1.158589319184396248e-02	5.828980427646534013e-01	3.081184049154216467e-02	-1.164513637369998023e+01	5.092524578001381141e-02
1.926403581291338014e+03	2.551887195620695792e+01	4.743709049451879517e-02	7.150169843120892602e-04	7.429562678557992406e-02	9.667512022730195831e-04	1.166144222265669717e+00	4.408562749476269658e-03	-8.743370338351722504e-01	5.674643718734036224e-02	7.693454993548802179e+01	6.291267386884415558e+00	1.882829866899721338e+01	8.446239330571658072e-03	1.258320291281599668e-01	9.741925653364479076e-03	4.396788127760754006e-01	2.484805503653064393e-02	-2.151099730926298026e+00	6.037806997324385305e-02
1.516054159705162874e+03	3.054275513924225649e+01	2.891829699434524115e-02	1.079169533011061334e-03	7.378279512821322994e-02	1.460322778468498657e-03	1.180357400047255201e+00	6.718460074261048583e-03	4.576096182223268194e+00	6.654791846093403851e-02	7.197335931598709635e+01	5.941109612140227370e+00	1.879432218927181708e+01	1.025012936627400610e-02	1.507838849370363721e-01	1.177393386359539863e-02	5.183518425515983852e-01	2.994387411954678793e-02	4.307782007451915973e+00	6.334885052325221755e-02
1.778028787111579049e+03	2.857479943525102684e+01	4.198767900095017741e-02	9.218022612927415614e-04	7.886607970731161765e-02	1.243884602994227038e-03	1.188217670094832146e+00	5.573151620118331831e-03	-4.681215995077693925e+00	6.802395048138795697e-02	1.422791313650385803e+02	1.064512041741935633e+01	1.889983292690432393e+01	5.655193753362762130e-03	9.871707073108923480e-02	7.109003503937619088e-03	5.895430652602589028e-01	2.156535349832917892e-02	-6.390398455773337538e+00	6.129090825881954030e-02
1.908651003734718415e+03	3.177155091951119203e+01	4.792567341485380605e-02	9.605277033401220113e-04	7.941513406563628641e-02	1.298324907213873475e-03	1.244214446994772461e+00	5.926291291227440798e-03	-1.973767484712496190e+00	7.342608216613273620e-02	4.981941172470397561e+01	4.351866890246077979e+00	1.894631030000994798e+01	1.296027605597323620e-02	1.615344225698161773e-01	1.316900251133063665e-02	3.501722040879340914e-01	3.030746350301723180e-02	-2.850939109965009433e+00	6.292123563987583879e-02
1.508987679090691245e+03	2.886862932022190265e+01	2.175608400637240800e-02	1.017877273543617376e-03	7.333623111063627964e-02	1.379085810737669870e-03	1.208369052339383520e+00	6.432973209185845545e-03	1.301131091943513285e+00	6.111296024966678120e-02	1.147533129559586342e+02	7.525775057568042214e+00	1.894569965570301662e+01	5.875820550299902349e-03	1.120049862915766525e-01	6.992615487635286085e-03	4.602699126786825023e-01	1.868713238684857614e-02	7.371214239377485988e-01	6.092521747355717637e-02
1.790011983274247541e+03	1.457590140692496306e+01	5.366537162481826301e-02	4.841015059721235389e-04	8.162689270590302304e-02	6.519240418816372789e-04	1.179264794695681573e+00	2.866589495635289003e-03	2.291467846353519022e-01	3.666506044184031365e-02	8.854999753667247830e+01	4.423303714217104776e+00	1.890526628226817962e+01	5.028507569310784915e-03	1.237835283182891211e-01	5.864082366659363089e-03	4.567095019197923156e-01	1.518733921185942172e-02	-3.421047729413603244e-01	4.059883392861081408e-02
1.530096465104539675e+03	2.346145452781939156e+01	2.691660020975700923e-02	8.285507242708692452e-04	7.439416733284311134e-02	1.120524792100506192e-03	1.174333577643750459e+00	5.123742744394752142e-03	-8.534674652948232021e-01	5.195224923790763005e-02	8.160141143792597518e+01	6.504122884715143549e+00	1.881019194658443894e+01	8.662401572383085502e-03	1.336368007183098006e-01	1.010768693011578935e-02	4.954352199189698824e-01	2.622971381772071578e-02	-2.130013499614300532e+00	6.196147852979130149e-02
1.449797029367570758e+03	2.033243667138735944e+01	3.711432114969778762e-02	9.062310034706861587e-04	8.853013758400095357e-02	1.216378087901065280e-03	1.201450966601462556e+00	5.206349034723076717e-03	-4.489693656204275740e+00	5.643057810378263733e-02	6.735693144672879384e+01	5.813029854298033428e+00	1.893914972719554157e+01	1.009310162188554842e-02	1.382094546438555338e-01	1.124147229712487046e-02	4.138204135112422688e-01	2.756154309742970404e-02	-6.536547165762988776e+00	6.463707407156961404e-02
1.958728489800160332e+03	4.369699125821863106e+01	4.438270789180010639e-02	1.206309974630302055e-03	7.456678483900239240e-02	1.635593454334290315e-03	1.252990550538894299e+00	7.704688985921641538e-03	-5.273642159118694384e-01	9.179441886083775093e-02	6.681086396406007566e+01	7.310794672109464543e+00	1.903534408675259471e+01	1.254984181164310424e-02	1.292864780963383364e-01	1.324883259769355469e-02	3.161994830767235198e-01	3.108698464229899677e-02	-1.083393788731928931e+00	8.833633781350322400e-02
1.378170600482541658e+03	1.594550562641362035e+01	1.939926963335825150e-02	6.906810114679618438e-04	8.187711912210997312e-02	9.287166586149708325e-04	1.146147200363835550e+00	4.024380259480135440e-03	-1.240894527458303287e+01	4.127840000840293788e-02	9.934052674886066825e+01	1.092960154235416859e+01	1.891464177747580777e+01	1.065058417388214940e-02	1.254263856739118721e-01	1.324703172684045180e-02	6.923947914138237625e-01	3.915887270589317459e-02	-1.611894921332342179e+01	7.583285030615283251e-02
1.640577086921642604e+03	2.797257702898047427e+01	3.456841918887711140e-02	9.200104192525508304e-04	7.431039744116668677e-02	1.244680929044250130e-03	1.183305094440062932e+00	5.714932933936611899e-03	1.542754494058214521e+00	6.143436048054820575e-02	8.744833098908472380e+01	6.536043711759518260e+00	1.877009270355791770e+01	6.384391504465481218e-03	1.083267296479436120e-01	7.732474137576219111e-03	4.944178117802593975e-01	2.136310324361724231e-02	7.889659340553630829e-01	4.827581664931369226e-02
1.899448141217375905e+03	2.518265212043683476e+01	3.739382786030286121e-02	7.419700929924666994e-04	7.696464039339991070e-02	1.001761539248557584e-03	1.171884892694489366e+00	4.507573982887997516e-03	-1.702074562572323657e+01	5.861611263565327107e-02	6.168484365979479378e+01	6.377587532451155283e+00	1.885141455732080829e+01	1.306241184989682773e-02	1.496912856161652372e-01	1.459458344309158204e-02	4.548297781384438299e-01	3.593209948310532864e-02	-2.127607732395272677e+01	7.327932822582552963e-02
2.037047069949503566e+03	2.476324319059160928e+01	6.022705649066269901e-02	7.106580251780212059e-04	8.030650406400149932e-02	9.577281840860211960e-04	1.177484925011118788e+00	4.238678731750070323e-03	-2.665636375407734793e+00	6.095238629309250589e-02	7.252277968731002034e+01	4.526321583009691452e+00	1.904655579118684017e+01	7.415334199585886001e-03	1.395777817576954738e-01	8.199858877332821816e-03	4.057301965879244188e-01	1.996594189232621386e-02	-4.470093824803043070e+00	5.149300388244176102e-02
1.355435234901415470e+03	1.376855543218004208e+01	1.165319980001433380e-02	5.649835358970023598e-04	7.660884566930219186e-02	7.645110834689997775e-04	1.228204744314352004e+00	3.524466631515262363e-03	1.266679965066093705e-01	3.057501741191295114e-02	9.764231292111564642e+01	5.422100519192494694e+00	1.873932540558359960e+01	5.280179318340035184e-03	1.190461531591202882e-01	6.295278418285138802e-03	4.949733266763525763e-01	1.689442472817548682e-02	-3.689045700950378537e-01	4.494879506842142103e-02
