# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.926155171658225981e+03	1.861761889641466539e+01	3.366743833960623294e-02	4.891411198014722480e-04	6.920342158336419136e-02	6.496505805960322861e-04	1.079567815377836526e+00	3.383803698913323815e-03	-9.560478499946475361e-01	1.139882416999129927e-01	2.280156072149264332e+02	3.459234169052552321e+00	7.971927488332204881e+00	6.904921393465333511e-04	5.851814771602673049e-02	8.443246864191853015e-04	2.959843646590319954e-01	2.504552436411678230e-03	-1.587711874862320904e+00	3.964744800821994042e-02
1.745332277393754794e+03	1.636992208682242378e+01	2.693226286186920643e-02	4.854471289586428798e-04	7.075086195438280712e-02	6.440429950826141248e-04	1.091411296255854646e+00	3.346855037907784693e-03	7.858482241569545446e-01	1.028097613482015088e-01	1.964216982627417849e+02	2.843732330148465604e+00	7.911236332355140455e+00	8.528474494795296613e-04	7.449749407176124716e-02	1.017691245873963155e-03	3.274686378946780607e-01	2.918439014261164401e-03	5.452939996776634546e-01	4.077163849337259172e-02
2.237588885085243419e+03	2.078670276214794654e+01	4.777634989182174413e-02	4.624864774873377175e-04	6.812756492988922274e-02	6.149289156403260842e-04	1.084266373685038420e+00	3.234746560308185415e-03	6.579769120086560896e+00	1.241556402199978093e-01	2.268963717644741678e+02	3.024507735134997155e+00	7.929580321207674309e+00	7.908674784428971734e-04	7.413815497226965145e-02	9.321689020550799750e-04	3.017361244939367748e-01	2.581787064722056158e-03	5.969262424694066205e+00	4.582617236874796801e-02
1.834850440099001844e+03	1.678906839744443502e+01	3.027141537322150175e-02	4.694250422256195251e-04	7.015648692108544804e-02	6.232707542703424608e-04	1.101032370759296830e+00	3.270569143102321739e-03	5.132798319518923069e-01	1.037010997805449392e-01	1.903011160204069938e+02	2.173720621923929119e+00	8.001682732383821772e+00	7.210728743871528627e-04	7.793012735022245008e-02	8.358348503711998147e-04	2.921036092026187969e-01	2.272211860737200807e-03	1.066941780714283500e-01	3.553851703356340763e-02
2.094714908810155976e+03	1.743583603165201978e+01	4.701522727561992243e-02	4.171597462146181545e-04	6.855114332934218735e-02	5.542234793656881583e-04	1.068784899005156275e+00	2.879243716489809403e-03	8.774715336874585603e+00	1.058920476883841999e-01	2.317082137298472162e+02	3.039395703730677578e+00	7.985379341601482217e+00	7.071442993199584040e-04	6.846148462962535486e-02	8.480497579283601808e-04	3.095305788628719412e-01	2.456146070277087732e-03	9.370094332311614593e+00	4.073236841630221289e-02
1.908960860459218338e+03	1.688157826745855417e+01	3.661543123057095506e-02	4.601877881237209926e-04	7.108093780368765491e-02	6.099134458248533933e-04	1.065167987260453586e+00	3.111225774970556926e-03	-1.341646688612354810e+00	1.081525454327249280e-01	2.252700309517103676e+02	2.902888711408190936e+00	7.970124573213671404e+00	6.866083887786076246e-04	6.712559090257715078e-02	8.180109463031265534e-04	2.891548636350665946e-01	2.301283418216737171e-03	-1.686575858238815062e+00	4.011043243427853816e-02
2.026128880328126797e+03	1.757501336305626438e+01	4.427438047298903195e-02	4.375508973877054696e-04	6.897218599691148921e-02	5.809788145015585452e-04	1.061835941705280950e+00	2.996923077406236230e-03	7.881360906983990056e+00	1.080616964114228390e-01	2.094053845398252065e+02	2.983335523413060297e+00	7.912599685863511034e+00	8.111720387640711412e-04	7.147155442403724246e-02	9.624077716516417575e-04	3.008842713741025077e-01	2.684830273649029247e-03	8.598985582512179704e+00	4.341782301536862426e-02
1.686182084236316769e+03	1.545694582962780217e+01	3.419609247425663134e-02	5.081835694224622491e-04	7.557186520843837962e-02	6.711368198792648683e-04	1.084450312191169941e+00	3.373207583845478068e-03	2.480344459603691654e+00	1.069871694431078352e-01	2.220257078761023593e+02	3.083243036383721769e+00	7.843013042195609685e+00	8.143846068703882802e-04	7.438498885125052751e-02	9.772375748199450558e-04	3.368044633723065728e-01	2.812197877771437787e-03	2.469624182914532895e+00	4.351082426748489190e-02
1.914785939854450135e+03	1.866881142858041898e+01	3.053708239133479455e-02	4.695467625816314612e-04	6.591340675583064190e-02	6.248294778309383679e-04	1.039710302056623625e+00	3.242452313794797706e-03	-1.869196399225406369e+00	1.089006431120057850e-01	2.126083995897639340e+02	2.911581190118174067e+00	7.972841021137755391e+00	7.724128244050483408e-04	7.063783514948440700e-02	9.127799921392026720e-04	2.913112814218288271e-01	2.539017203860057924e-03	-3.648556409671552370e+00	4.253736193924403941e-02
1.978997629894670126e+03	1.797945386881431062e+01	2.490657312579818566e-02	4.545304529915682201e-04	6.844376697238616081e-02	6.040756614541558040e-04	1.077994982733827545e+00	3.158755843351442136e-03	-1.453874728457174470e+01	1.084468226002941876e-01	2.352463453936782969e+02	3.729053512637273471e+00	7.841107609704323522e+00	7.914671330423590475e-04	6.421408397782003841e-02	9.683592366863247444e-04	3.271109124699471682e-01	2.880058413575499812e-03	-1.746098410129467382e+01	4.485458558146875746e-02
