# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.739003352156752271e+03	1.639852326938667915e+01	5.411279097733435670e-03	4.101050657663277859e-04	5.975151433646887222e-02	5.492555746035124612e-04	1.069636857753183179e+00	3.035631376429476138e-03	-3.893515141207291475e+00	8.181657287387254784e-02	2.897702160791625943e+02	4.314667565969609875e+00	5.824613271659212721e+00	6.311282839780358624e-04	5.393906337649669036e-02	7.652191323082981403e-04	2.566663897633152946e-01	2.178303242297975010e-03	-6.901210023421188389e+00	5.057263978803761689e-02
1.817705287461205671e+03	1.626231570262247672e+01	3.246651158954103750e-02	4.506715958905255985e-04	6.887626532046414729e-02	5.984989137374565086e-04	1.064837840782055345e+00	3.095026104348253416e-03	5.545222035519153714e+00	9.964733256876277812e-02	3.141880638113710802e+02	7.044497470230145275e+00	5.929580757418224657e+00	9.369871788981007799e-04	5.353238072315814194e-02	1.145287759228712492e-03	2.692515040535619075e-01	3.325520492419876354e-03	3.261859146358243144e+00	7.909630115345063495e-02
1.954835269546916834e+03	1.592179070898353466e+01	2.770676356099039533e-02	3.970980406522831062e-04	6.679692697270543655e-02	5.289705433334881447e-04	1.111626461002416910e+00	2.855678749332800186e-03	9.364150537743326508e-02	9.122413278505116241e-02	2.688706670210509060e+02	4.386975624480925262e+00	5.925877591686031565e+00	7.336916946652731865e-04	5.670198996602258262e-02	8.792263152758240984e-04	2.508666011737480384e-01	2.443469206781444594e-03	-2.120593051050883027e+00	5.558130384138360025e-02
2.057642186947676691e+03	1.750725319731146357e+01	3.827453616541627579e-02	4.266104772891415420e-04	6.862185835877708528e-02	5.672390194542048297e-04	1.103127466130097156e+00	3.009746334184968536e-03	3.893452428252820230e+00	1.046720535217021408e-01	2.960481395598363292e+02	5.047881651428254735e+00	5.968749593527308939e+00	7.634956373947565439e-04	5.665033112993462378e-02	9.188428888121295910e-04	2.575035826018636231e-01	2.577340088000011804e-03	9.305183713300808623e-01	6.276753276241647805e-02
1.787349809453521402e+03	1.482815810375705112e+01	3.735751722904301353e-02	4.190544028850843737e-04	6.909876900557403168e-02	5.567892042447925450e-04	1.091348829802801568e+00	2.923634913283036044e-03	1.491039393890780218e+01	9.005397177315556390e-02	3.459776101328090476e+02	5.921566731238248060e+00	5.928530648422566607e+00	6.898853117587292914e-04	5.188290175627131157e-02	8.484912166507398200e-04	2.724125141986118437e-01	2.500848798765223195e-03	1.356216362210528992e+01	6.337102497186133943e-02
1.348271737901444340e+03	2.064326918349713935e+01	-3.199994138315739867e-02	5.637053879655384500e-04	5.084742511946748617e-02	7.616326077823748182e-04	1.104384886611424532e+00	4.631313826839928739e-03	-1.096048632236329645e+00	8.019373964691468848e-02	3.482154428806326223e+02	5.242367356688237834e+00	5.865691596942618879e+00	6.055414911477807792e-04	5.144929022312929451e-02	7.390638697058961488e-04	2.554109929111642030e-01	2.133267262001060059e-03	-3.316631395169651775e+00	5.809280055538221244e-02
1.721046326476312743e+03	1.688122705368624921e+01	2.173596058075510581e-02	4.917626698408287178e-04	6.867763692407873044e-02	6.545638252457811491e-04	1.152858778582512178e+00	3.580620371932795830e-03	3.657892000768077967e+00	9.872822201630804262e-02	3.007061755993323118e+02	6.494583922903532702e+00	5.933037756386426942e+00	8.928287932749004365e-04	5.285341596088342225e-02	1.088877330028973798e-03	2.614541544585041732e-01	3.141383645716951025e-03	2.328991768075642510e-01	7.324846273860449730e-02
1.987212546601924032e+03	1.714798539065959915e+01	3.384998950636328163e-02	4.318642757253761898e-04	6.843388869052484391e-02	5.736353548886746192e-04	1.057318661243432212e+00	2.960772593346921045e-03	-2.581304304965973184e+00	1.045262889161598374e-01	2.856374260583378941e+02	6.450471211824888584e+00	5.940806701345069385e+00	8.766019247903719582e-04	5.017429185976962636e-02	1.084128030564956774e-03	2.741641034194459703e-01	3.240313637984506678e-03	-6.381509578352890344e+00	6.583978876160934135e-02
2.355114338318955561e+03	1.883713590059853615e+01	4.795922501422818229e-02	4.040155041898647447e-04	6.906866120738015813e-02	5.365184162170566311e-04	1.069691677400354202e+00	2.779543222237116067e-03	1.142323637651844415e+00	1.155871546455554122e-01	3.347946935323849402e+02	7.461238255245561390e+00	5.978276080901427925e+00	8.664713572614547461e-04	5.042355852704202834e-02	1.076121698914232891e-03	2.849679653886871278e-01	3.258626739075095972e-03	-3.184930831776051630e+00	7.454435379608351231e-02
1.807587317311361176e+03	1.664798098863777653e+01	2.834262520084155842e-02	4.701513061143329161e-04	6.985909642804259689e-02	6.248632946364769160e-04	1.132130433587500207e+00	3.349149013971877524e-03	4.458088592485359491e+00	1.007112962899271019e-01	3.180461669200910819e+02	6.250474140480159591e+00	5.965227483793362317e+00	8.519600843380877508e-04	5.533767965753436796e-02	1.036727156914439433e-03	2.703808265884808937e-01	2.981597321028283277e-03	1.869653303081948881e+00	7.297543066456384231e-02
1.847970414122965622e+03	1.653088969033263211e+01	2.971454131685703770e-02	4.537549615061756830e-04	6.938115858502799660e-02	6.027731680190719869e-04	1.093542499364775988e+00	3.163733922472236355e-03	1.897179502893131309e+00	1.008737487741813155e-01	3.417644959269409810e+02	6.652389261065880355e+00	5.936422567557463559e+00	8.278201428772003585e-04	5.456103041961104377e-02	1.013770673434799888e-03	2.785833729158735950e-01	2.961661683192779240e-03	-1.442217901829477844e+00	7.471730837507059575e-02
2.065473706292586485e+03	1.656962673005533659e+01	3.712754732937347674e-02	3.991697286872247091e-04	6.808634546514787111e-02	5.307025838044971246e-04	1.080031390419440740e+00	2.785042528187147391e-03	-4.514207900595792466e-01	9.909669712234811523e-02	3.124195817794690129e+02	6.104372396964591552e+00	5.943405807810274943e+00	8.010228397431553042e-04	5.266908232303251641e-02	9.827572858628903351e-04	2.718396698622951857e-01	2.879481231690162856e-03	-3.145627041325256279e+00	6.668957287342036633e-02
2.001470943288316903e+03	1.549658280396468157e+01	3.142314534824523775e-02	3.897768629214434918e-04	6.885947541631524949e-02	5.178639649199938671e-04	1.081049822905080005e+00	2.705848763924793062e-03	-3.944906239257503167e+00	9.413401447652210152e-02	2.872750299445905853e+02	5.225606567103031175e+00	5.984031204542723970e+00	7.741146666596185767e-04	5.406579342410980371e-02	9.366086822824675178e-04	2.537001628336283954e-01	2.653194891113729026e-03	-6.645701766636516794e+00	6.192363240144218434e-02
1.891892031657905136e+03	1.609971612629743731e+01	2.875642980952241093e-02	4.134012846963916596e-04	6.654567843067808741e-02	5.505449881729949620e-04	1.090954387092176958e+00	2.938909324350244545e-03	3.269526104066966976e+00	9.267660620819700990e-02	2.342308975571209544e+02	4.531670442109271946e+00	5.919198194520788547e+00	7.947341886002603660e-04	5.255067138764687312e-02	9.699069111048995136e-04	2.610925416537825949e-01	2.802190585942115116e-03	5.191089427964370451e-01	5.078644190820749693e-02
1.934416340925517943e+03	1.567659796554125329e+01	3.700352533515777892e-02	4.088168360117470229e-04	6.898341324997199486e-02	5.429660037048472795e-04	1.071792833704892534e+00	2.818254563468772147e-03	3.768357320728755955e+00	9.592354740979104621e-02	3.412795136394322526e+02	7.238470412909389751e+00	5.972084551757069981e+00	8.148635345665808686e-04	5.043171124958784751e-02	1.027868539853960071e-03	3.260270017715420354e-01	3.283286179183585781e-03	4.635404896060743019e-01	6.558638670107110047e-02
1.909294721489515268e+03	1.638249337027130181e+01	3.369129949205278141e-02	4.297637352468117286e-04	6.852827851868638354e-02	5.712395881062718762e-04	1.086253482270033821e+00	3.000905790253066870e-03	4.236677108823104554e+00	9.857656610606488345e-02	2.603232407723934898e+02	5.251197692004544670e+00	5.922494009424150718e+00	8.605513229418624687e-04	5.454281450675969173e-02	1.049216383665980230e-03	2.698430218749718335e-01	3.029960517767120790e-03	2.631722774073461668e+00	6.027948884854704426e-02
1.961888173446698602e+03	1.743020842217427813e+01	3.143470100528922978e-02	4.248635757888056196e-04	6.550257979244739071e-02	5.659117425305165618e-04	1.060724082010153335e+00	2.984709132685167427e-03	2.469602907405524572e+00	9.963388024583771929e-02	3.008432738011387642e+02	7.089963006156504655e+00	5.973004895519446578e+00	9.174558768998513063e-04	5.007833788754327553e-02	1.127645226446846120e-03	2.610081326545518055e-01	3.311102026944378381e-03	-2.144851140323488781e-01	7.475793548099779473e-02
