# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.887202820606899877e+03	2.414016587383159873e+01	5.189241898886264026e-02	7.374602968451418952e-04	7.885143682710921142e-02	9.849071697090451376e-04	1.071398062260131123e+00	4.379000244511280227e-03	-6.182914096724663189e-01	1.072682119999332356e-01	1.505585272785399411e+02	6.433306922149044205e+00	1.180230284112321826e+01	3.160925647972727317e-03	9.509494095565136640e-02	3.882738725640213009e-03	4.917707114889308118e-01	1.135146983385995276e-02	-1.353389375999453914e-01	6.625514852292364865e-02
1.611143708212327738e+03	2.572422449788381016e+01	6.485666982595133905e-03	7.817407985517675238e-04	6.736592025081492019e-02	1.053975104422157083e-03	1.099486724644372027e+00	5.092289251717619682e-03	-8.213344173433384299e+00	8.968104731411610797e-02	1.075467068253040708e+02	3.549722662324175992e+00	1.160920896623885845e+01	3.008458469158795459e-03	1.127002486552968197e-01	3.521451545058769915e-03	4.348808846507471459e-01	9.355163214854265996e-03	-1.006739449311755230e+01	4.909089511701469205e-02
2.006142182859827699e+03	2.842770904651369079e+01	3.131588863452023502e-02	6.962005471140729138e-04	6.755085208322005041e-02	9.378095491421631173e-04	1.078695128238006840e+00	4.480234258235639942e-03	-7.257832312251789375e+00	1.009904675491498094e-01	1.455964050051880179e+02	6.410416214259422318e+00	1.170809777162736154e+01	3.276063936508459389e-03	9.549563410612521563e-02	4.016647009883144576e-03	4.873477703171145148e-01	1.168703763427237675e-02	-5.653923804600907488e+00	6.680828821383844041e-02
2.017367600544159359e+03	2.516608127556537511e+01	3.710972565695672826e-02	6.098271476959708651e-04	6.719364381165783551e-02	8.210880622367868874e-04	1.059679717417117084e+00	3.895605630901452076e-03	2.615236447246507279e-01	8.997027826183759402e-02	1.384301350397830390e+02	6.346007365968540981e+00	1.169146548100816041e+01	3.751715681256520031e-03	1.048998613976748345e-01	4.589126617267296100e-03	5.295887915593769923e-01	1.333597515838454671e-02	1.631659381662361907e+00	7.024349730564713457e-02
2.275480961755913995e+03	3.624079384683592053e+01	4.657820198892279745e-02	7.904978602830079479e-04	6.826841338831025896e-02	1.065147989701079566e-03	1.100937526674334199e+00	5.119326195728504149e-03	1.569321192185165526e+00	1.286213031709179944e-01	1.454407138862045770e+02	4.526844274552539460e+00	1.171140645092875054e+01	2.589923101456723283e-03	1.045992374728440810e-01	3.093934874107532890e-03	4.518832267903989952e-01	8.510967151130996097e-03	3.282470654626503226e+00	5.572223118162639155e-02
1.896664917244512480e+03	3.128255573775141229e+01	4.341104359010095753e-02	8.732931527560778900e-04	7.257212948662465635e-02	1.170390158667452109e-03	1.044273333453640928e+00	5.326123217602934251e-03	-1.746044293932154989e+00	1.261340490666430780e-01	1.154272510183743350e+02	5.358118512786068877e+00	1.160032807670673982e+01	4.118647649144224938e-03	1.126026866952283684e-01	4.975243381394625804e-03	5.241814482536842901e-01	1.407075646673778407e-02	-3.436952728468410267e+00	6.531411263476166740e-02
1.525939201268431816e+03	4.095633054966951647e+01	5.628045214409700204e-04	1.220428170090067212e-03	6.273745805773592310e-02	1.652536006346131108e-03	1.130296041567264709e+00	8.366109693742438541e-03	-2.102621867483727147e+00	1.262555634625303902e-01	1.083325621570514272e+02	2.954550831892964968e+00	1.159812890215479619e+01	2.692910899417022379e-03	1.188255624062953264e-01	3.053139787482071158e-03	3.920644721716932124e-01	7.752170689121465688e-03	-1.665260644865203865e+00	4.647496732269216363e-02
1.910911857799382688e+03	3.016094470828331708e+01	3.318344357086264879e-02	7.699155765530728930e-04	6.709618661215892288e-02	1.037755038196516277e-03	1.086702478973978536e+00	4.992014802575988654e-03	-2.384690813903535614e-02	1.055140720653854475e-01	1.024470972891733282e+02	3.496629434279080684e+00	1.182740615536791928e+01	3.612683799694666603e-03	1.269378444800439987e-01	4.078057876726812192e-03	4.116868081520143052e-01	1.031948262238617867e-02	9.864267699835143066e-01	5.764460124713045863e-02
1.926002686882133276e+03	2.328481202231551350e+01	3.537818517341464325e-02	6.084944148624668678e-04	6.913315365615120556e-02	8.183403665439986869e-04	1.066617520364770533e+00	3.846739483574493444e-03	1.189060260414854658e-01	8.623222825042477224e-02	1.139132464998830017e+02	2.940767345801697630e+00	1.178402072639920739e+01	2.734205323036113452e-03	1.274005027816061952e-01	3.096799956292744117e-03	4.196380281632067777e-01	7.870872790929852106e-03	3.313280745494476959e-02	4.811786867443616778e-02
1.875698241620833642e+03	2.897107609612809398e+01	3.332789051417113513e-02	7.917585822162350124e-04	7.042395269922242795e-02	1.064822038203671337e-03	1.091491087658048365e+00	5.024562858839873129e-03	-8.320638475535667711e-01	1.081773634997060668e-01	8.114330736147852008e+01	2.934214840266660573e+00	1.178514155490429083e+01	3.582370534083427743e-03	1.195854650476728398e-01	4.076752688544588860e-03	4.016338586738946725e-01	1.040386353342178695e-02	-1.536835839989357799e+00	4.581748893401108719e-02
1.929670535922531599e+03	2.761481928948516895e+01	3.699304161067052538e-02	7.379239922845044850e-04	7.082979596620633811e-02	9.923823618612505858e-04	1.098336340458611726e+00	4.685927418692027550e-03	-4.477370402347975037e-02	1.034656931676378872e-01	1.717565660288890399e+02	7.345318826140145418e+00	1.172526025523678150e+01	2.604784321538694720e-03	8.031635456902923298e-02	3.308909244257213916e-03	5.448443081078708783e-01	1.069614315669462079e-02	2.728993848691184665e-01	5.636885836950836920e-02
1.924623058227252159e+03	2.267158680362286205e+01	3.642330143256775760e-02	5.915429273959712381e-04	6.896797054336034627e-02	7.954289662550679705e-04	1.059846759732901322e+00	3.730637418285135017e-03	1.243023544671584268e-02	8.409328013004707669e-02	1.222181525126161290e+02	4.928610357030464684e+00	1.171373699288124648e+01	3.579404134122717279e-03	1.116048340877482392e-01	4.275636197670741080e-03	4.836676314042362423e-01	1.179351643859448059e-02	3.838796771487654191e-01	6.276537757286139441e-02
1.921238711793351968e+03	3.514539781280829800e+01	3.417485272702911608e-02	8.948239562192522112e-04	6.723240254218935952e-02	1.204815162488943880e-03	1.060457120515348794e+00	5.716812228990769858e-03	-1.747330056844077717e+00	1.256830216150459367e-01	1.569885130994083227e+02	6.333783502821558997e+00	1.187243504181534881e+01	2.855995248795782648e-03	9.174935895646746387e-02	3.546169158316618119e-03	5.140459805202330923e-01	1.067178335945507227e-02	-2.457006481390217711e+00	6.036544994868719982e-02
1.496711945322196016e+03	2.560001134039655568e+01	1.134664218815403108e-02	8.395710609883907721e-04	6.750652650924426901e-02	1.131195200437741261e-03	1.083969428789075540e+00	5.419656062810306561e-03	-4.726866338503202813e-01	9.050854114730817745e-02	1.254244524814512403e+02	3.518158151250311061e+00	1.158510207683227655e+01	2.761200915078879971e-03	1.215737116196589779e-01	3.226193373030187064e-03	4.664226564235384176e-01	8.570727684293915141e-03	-8.822195330097492016e-01	5.094109265240821804e-02
1.917919465383911529e+03	3.763156530935539479e+01	3.730467744080587927e-02	9.830230838047987908e-04	6.885908444714365639e-02	1.323343613996485644e-03	1.087472128605685873e+00	6.294843558921463418e-03	2.403919022547096329e+00	1.365136292499391502e-01	1.123355132425948568e+02	4.735613741015971101e+00	1.164205986543643867e+01	3.923142341980789295e-03	1.167510223898385602e-01	4.672607849769226836e-03	4.984853576272292308e-01	1.283916157889053444e-02	4.965304868189463150e+00	6.247732092188016534e-02
2.037503410197295580e+03	3.168956740597601396e+01	4.260581108777617559e-02	7.742107354729518571e-04	6.838641050066447680e-02	1.041574684224705078e-03	1.061571835183602319e+00	4.907654536966185067e-03	-1.103780896536640022e+00	1.159945401655830405e-01	1.268155831420333755e+02	5.829987095013104970e+00	1.179119415591753572e+01	4.132386782461187034e-03	1.134152942566835492e-01	4.955601441998277838e-03	5.040164222748896306e-01	1.379328695558145260e-02	-1.915425678417843613e+00	7.364518399832720164e-02
1.931606791341312146e+03	3.602153651846994364e+01	3.022039279463404823e-02	9.399539688264603454e-04	6.929953718239122151e-02	1.265974684925737009e-03	1.109353791029857872e+00	6.067978384075769366e-03	-5.928772392514351175e+00	1.298405892855447608e-01	1.075334722060446495e+02	3.250214756442510122e+00	1.171886343063770397e+01	3.050914790206208250e-03	1.212477783178721596e-01	3.451218272586804078e-03	3.962626004245868305e-01	8.743368249095943151e-03	-4.987909642126677312e+00	5.200025927415551086e-02
2.035143601900198746e+03	2.393359366657949039e+01	4.340058429382925853e-02	6.049351234412135439e-04	7.062783111745631059e-02	8.129255251811141328e-04	1.074893587902193248e+00	3.800474796797027963e-03	2.201680575127008266e-01	9.080946108267140549e-02	1.367754957865152221e+02	5.330875692286110912e+00	1.187764907064747888e+01	3.266062777589889311e-03	1.060268303414646784e-01	3.932408505505918458e-03	4.813924210350744581e-01	1.100603824663965065e-02	1.833244892742227794e+00	6.391277385635316111e-02
1.925184485866321893e+03	3.090440141128838647e+01	3.282065204198995889e-02	7.886320480698052375e-04	6.755447077326845462e-02	1.062464808327728480e-03	1.082474280463008309e+00	5.084965569407066087e-03	-8.936564491290843737e-01	1.094967739998880668e-01	1.354471353645251384e+02	6.428977788570319873e+00	1.168499111610566743e+01	3.459667222225693613e-03	9.427659687714812220e-02	4.283053813675631420e-03	5.169274421540549502e-01	1.279492542127387382e-02	-9.284523638215617103e-01	6.318579023744920475e-02
