# h1 [mV]	 Delta h1 [mV] 	 mu1 [us] 	 Delta_mu1 [us]	sigma1 [us]	 Delta_sigma1 [us] 	 tau1 [us]	 Delta_tau1 [us] 	 c1 [mV] 	 Delta_c1 [mV]	h2 [mV]	 Delta h2 [mV] 	 mu2 [us] 	 Delta_mu2 [us]	sigma2 [us]	 Delta_sigma2 [us] 	 tau2 [us]	 Delta_tau2 [us] 	 c2 [mV] 	 Delta_c2 [mV]
1.825956989900060080e+03	2.041726437706156716e+01	4.152830171878223869e-02	6.297399637014962446e-04	7.722011662663959275e-02	8.441851684079500293e-04	1.133545367376571855e+00	3.900444305747846185e-03	1.917907810191763485e+00	8.437248957312248887e-02	3.211285554624242309e+02	9.909307251148060658e+00	8.693150299141136017e+00	1.341224431896929697e-03	5.530178756053087674e-02	1.629913346613949760e-03	2.594679558093999083e-01	4.557245206498711058e-03	1.644004089530436641e+00	8.153803982287653740e-02
1.756543153886910204e+03	1.425621184821507548e+01	4.031911429685505061e-02	4.649844681000566467e-04	7.847323733147491820e-02	6.223999065157502031e-04	1.118232591467177128e+00	2.835102436592723280e-03	1.427297625888200305e-01	6.089862980908909706e-02	2.348801428502227964e+02	8.176329938095431515e+00	8.643902730036606030e+00	1.473206245383760094e-03	5.400952708600399721e-02	1.797065756188585307e-03	2.596361170590346656e-01	5.064731630238635852e-03	-6.509218815207001851e-01	6.528420588258843082e-02
1.517744602918568944e+03	1.658459555305409694e+01	2.363904334609419691e-02	5.965893300250231686e-04	7.490615136028092036e-02	8.005755388376896214e-04	1.117956817048598062e+00	3.721972122536720828e-03	4.137398069729793626e+00	6.634636121357695426e-02	2.718832599069633034e+02	1.141391024911947305e+01	8.633935098821050147e+00	1.741823641458482451e-03	5.317907150484392498e-02	2.136371036798914800e-03	2.652815883144848952e-01	6.096927831164507261e-03	3.668232808468707251e+00	8.799255682875185836e-02
1.703582815513828791e+03	1.162344524332167950e+01	3.918900425662295156e-02	4.048537594046838252e-04	8.116477577697113477e-02	5.407598789565714031e-04	1.113011326735375395e+00	2.421130227509750692e-03	-3.902080814362252958e+00	5.225512036256167031e-02	3.135880928881094292e+02	1.031193703165118869e+01	8.755109133290577716e+00	1.259092938348868726e-03	4.910694310546245139e-02	1.546094113630272103e-03	2.464336434560013001e-01	4.416873998577088185e-03	-6.193875780765595529e+00	7.588969521734174883e-02
1.370518528617571292e+03	1.711802402277770696e+01	5.971778044415914158e-03	6.525289752791615591e-04	7.183926675113080917e-02	8.787465197543856002e-04	1.156670091976973014e+00	4.237518845213650819e-03	7.668260110716350608e-01	6.287717366337050584e-02	3.961874335671300287e+02	1.118374744475941718e+01	8.646185188919602638e+00	1.195886011660227425e-03	5.402457625701327648e-02	1.457292670562102162e-03	2.579354018867993648e-01	4.097601922783117474e-03	8.260482291815979261e-02	8.975066024870657910e-02
1.708446070099482995e+03	1.321995512705489872e+01	4.672477193398616446e-02	4.525032743419667744e-04	8.003754874445284662e-02	6.049743805274532824e-04	1.116359043455275923e+00	2.729540245846360982e-03	7.875411074978319270e+00	5.814035832117604718e-02	4.142072126702981905e+02	1.031950884061254214e+01	8.709377993564915599e+00	9.932358955872168816e-04	5.054466788672254407e-02	1.202043478386802906e-03	2.303596438802756607e-01	3.324814424113523535e-03	8.036400008434299025e+00	8.267759133780736014e-02
1.654388208696376523e+03	1.500908403071105113e+01	3.592039800626887353e-02	5.201888689908944208e-04	7.851683813081992980e-02	6.959586347813054210e-04	1.107089154721323299e+00	3.152984479937346110e-03	-7.269678588149446341e-01	6.465371496024735487e-02	3.130975658138431186e+02	1.008014086764438133e+01	8.682653657791833623e+00	1.375303344841208569e-03	5.422771176419770994e-02	1.667078086172893046e-03	2.501554738653697929e-01	4.633363434273318412e-03	-2.735752099851304298e+00	8.310191797586796714e-02
7.322997414192066117e+02	1.356645625413351119e+01	-8.634764884825801845e-02	1.331945027945653131e-03	9.819080595309501169e-02	1.773078777153141083e-03	1.321099057968734947e+00	7.997358807398378608e-03	1.136757752214045514e+00	7.021796401466813553e-02	2.653280201205748199e+02	6.187600839388931462e+00	8.559058195663821422e+00	1.110177927748696829e-03	5.933470611651376486e-02	1.315384438407409288e-03	2.392616597010807922e-01	3.504841613934926194e-03	8.010352926227166659e-01	5.877795740979978312e-02
8.242259583200979023e+02	1.418526018202693884e+01	-4.701005037638866096e-02	1.241553672434672672e-03	9.834649751295110320e-02	1.648229118247851585e-03	1.249840868847050812e+00	7.212380285965745014e-03	-1.797114142731463526e-01	7.659829942434723260e-02	3.735937190689430167e+02	1.043196828256834685e+01	8.531704821659481297e+00	1.184155735150956056e-03	5.411691365970260070e-02	1.444426508267656435e-03	2.601238305330300093e-01	4.070765857368129244e-03	-1.543628326313522203e+00	8.339228624933586742e-02
1.458431455907184500e+03	1.630283834061103576e+01	6.836676128133096011e-03	5.710563609109657341e-04	7.028011764625673174e-02	7.697168924467038187e-04	1.151324500989889366e+00	3.739065571961261523e-03	4.994653393418156950e-01	5.825413353444071352e-02	3.754973062721554129e+02	8.157071932645589385e+00	8.606604954849423450e+00	8.956765214496116611e-04	5.257708680696346337e-02	1.091736794506262265e-03	2.512900472982460554e-01	3.069647410413637971e-03	-5.380029467020716605e-02	6.448670350999084755e-02
1.762550381071300080e+03	1.535271456608700369e+01	4.303046702219825992e-02	5.272000546884706785e-04	8.275741334660152715e-02	7.037539774673848064e-04	1.125706335415193493e+00	3.142626268487393702e-03	-3.316551645304932627e+00	7.032849847533824417e-02	3.476853504141949998e+02	1.057953313531244177e+01	8.762199726841627623e+00	1.223373238576318245e-03	5.179771944775663634e-02	1.510365000858166678e-03	2.705920312181077647e-01	4.379293333118667447e-03	-5.460638153553677654e+00	7.774551653495807846e-02
1.968049716755101372e+03	1.997864108224667490e+01	5.177786718177055519e-02	5.789063002438758938e-04	7.812356407910130141e-02	7.751140949649570466e-04	1.119307469260789389e+00	3.539443919355989530e-03	2.744986361294451171e+00	8.474565411875528698e-02	2.559946903858632083e+02	7.955364884625069521e+00	8.757867065218189140e+00	1.332175054178667958e-03	5.426459672684826735e-02	1.609045548446189858e-03	2.446889604617615288e-01	4.438552030370691327e-03	5.540144206143030603e-01	6.667820519510561650e-02
